record_id,human_gene,donor_species,donor_sci_name,condition,chromosome,sequence_similarity,expression_correlation,protein_interaction_degree,go_term_overlap,conservation_score,disease_gene_association_score,synteny_score,regulatory_region_similarity,num_shared_go_terms,species_regen_score,known_therapy_target,in_clinical_trial,primary_pathway,target_label
GB-HEA-TAR-5280,KCNH2,tardigrade,Ramazzottius varieornatus,heart_disease,X,0.4352,0.9379,13,0.8924,0.3964,0.6887,0.8645,0.6403,2,0.91,0,0,NF-kB,1
GB-HEA-NAK-4895,KCNQ1,naked_mole_rat,Heterocephalus glaber,heart_disease,12,0.8258,0.8667,20,0.5066,0.6982,0.7581,0.6316,0.5716,4,0.78,0,0,Apoptosis,1
GB-PAR-SAL-7121,DNAJC13,salamander,Notophthalmus viridescens,parkinsons,8,0.7668,0.3772,9,0.2435,0.5582,0.3695,0.4184,0.0867,2,0.9,0,0,NF-kB,0
GB-PAR-PLA-6549,HTRA2,planaria,Schmidtea mediterranea,parkinsons,6,0.4446,0.7735,22,0.6806,0.4206,0.7283,0.1612,0.7408,2,0.99,1,1,TGF-beta,1
GB-RET-OCT-4037,CNGB3,octopus,Octopus vulgaris,retinal_degeneration,5,0.5222,0.3371,3,0.4175,0.4469,0.1412,0.4918,0.4305,0,0.85,0,0,Hippo signaling,0
GB-SPI-AXO-0148,NGF,axolotl,Ambystoma mexicanum,spinal_cord_injury,12,0.8483,0.423,2,0.2611,0.6938,0.3063,0.1921,0.2875,2,0.95,0,0,Glycolysis,0
GB-SPI-ZEB-0285,SOCS3,zebrafish,Danio rerio,spinal_cord_injury,14,0.6906,0.2202,8,0.3712,0.6131,0.5365,0.2551,0.4744,3,0.88,0,0,Apoptosis,0
GB-DIA-TAR-11125,PDX1,tardigrade,Ramazzottius varieornatus,diabetes,14,0.3905,0.3219,5,0.2269,0.3078,0.2284,0.5065,0.0761,0,0.91,0,0,DNA repair,0
GB-ALS-SAL-8555,TBK1,salamander,Notophthalmus viridescens,als,16,0.7325,0.1096,4,0.1244,0.601,0.2076,0.3321,0.2467,1,0.9,0,0,PI3K-Akt,0
GB-DIA-SAL-11411,LEPR,salamander,Notophthalmus viridescens,diabetes,7,0.6982,0.9121,20,0.7796,0.5479,0.8504,0.4692,0.5099,3,0.9,1,0,NF-kB,1
GB-PAR-TAR-6770,GIGYF2,tardigrade,Ramazzottius varieornatus,parkinsons,X,0.6108,0.189,3,0.2132,0.4694,0.4766,0.2297,0.2822,0,0.91,0,0,Oxidative phosphorylation,0
GB-HEA-AXO-4443,SCN5A,axolotl,Ambystoma mexicanum,heart_disease,1,0.8352,0.3662,4,0.1469,0.6339,0.158,0.1786,0.1961,1,0.95,0,0,JAK-STAT,0
GB-ALS-ZEB-7446,CHCHD10,zebrafish,Danio rerio,als,4,0.6608,0.7182,19,0.956,0.5276,0.7646,0.6762,0.9064,2,0.88,1,0,JAK-STAT,1
GB-SPI-ZEB-0236,KLF4,zebrafish,Danio rerio,spinal_cord_injury,8,0.6174,0.6341,24,0.8148,0.4395,0.9652,0.9799,0.8857,4,0.88,0,0,Glycolysis,1
GB-DIA-TAR-11050,TCF7L2,tardigrade,Ramazzottius varieornatus,diabetes,12,0.4288,0.7274,24,0.7978,0.3031,0.8223,0.7699,0.8057,2,0.91,1,0,cAMP signaling,1
GB-PAR-SAL-7123,CHCHD2,salamander,Notophthalmus viridescens,parkinsons,11,0.7088,0.0832,1,0.7381,0.5743,0.2505,0.5228,0.1304,3,0.9,0,0,TGF-beta,0
GB-DEA-TAR-9624,TRIOBP,tardigrade,Ramazzottius varieornatus,deafness,19,0.4168,0.3719,4,0.5389,0.3637,0.1725,0.2825,0.514,1,0.91,0,0,FoxO signaling,0
GB-RET-ZEB-3083,CRX,zebrafish,Danio rerio,retinal_degeneration,15,0.8479,0.9664,23,0.6993,0.6353,0.8814,0.3876,0.647,6,0.88,0,0,Autophagy,1
GB-SPI-NAK-0632,SOCS3,naked_mole_rat,Heterocephalus glaber,spinal_cord_injury,6,0.8069,0.1811,5,0.322,0.6183,0.3377,0.3143,0.2338,3,0.78,0,0,Calcium signaling,0
GB-PAR-TAR-6813,UCHL1,tardigrade,Ramazzottius varieornatus,parkinsons,12,0.5589,0.1189,3,0.25,0.463,0.2169,0.4465,0.1281,0,0.91,0,0,MAPK signaling,0
GB-MUS-TAR-2493,RAPSN,tardigrade,Ramazzottius varieornatus,muscular_dystrophy,9,0.3981,0.1257,10,0.2568,0.302,0.1174,0.1819,0.5096,2,0.91,0,0,PI3K-Akt,0
GB-MUS-OCT-2665,CAPN3,octopus,Octopus vulgaris,muscular_dystrophy,11,0.516,0.3971,3,0.1512,0.3943,0.2049,0.1028,0.2063,2,0.85,0,0,Glycolysis,0
GB-DEA-OCT-9785,COCH,octopus,Octopus vulgaris,deafness,Y,0.6316,0.6214,14,0.7036,0.4911,0.7829,0.5783,0.8046,7,0.85,1,1,PI3K-Akt,1
GB-DEA-OCT-9852,OTOF,octopus,Octopus vulgaris,deafness,18,0.6492,0.3241,4,0.1223,0.5095,0.0429,0.4459,0.1123,1,0.85,0,0,mTOR,0
GB-DEA-TAR-9703,ESPN,tardigrade,Ramazzottius varieornatus,deafness,17,0.3913,0.3451,5,0.1907,0.2972,0.1544,0.2726,0.2772,2,0.91,0,0,Glycolysis,0
GB-DEA-OCT-9761,STRC,octopus,Octopus vulgaris,deafness,10,0.6451,0.6498,20,0.7134,0.4939,0.495,0.4579,0.4997,5,0.85,1,1,NF-kB,1
GB-RET-SAL-4211,PRPH2,salamander,Notophthalmus viridescens,retinal_degeneration,15,0.7691,0.9199,20,0.9072,0.635,0.9115,0.7028,0.6097,7,0.9,0,0,DNA repair,1
GB-RET-TAR-3874,LRAT,tardigrade,Ramazzottius varieornatus,retinal_degeneration,8,0.417,0.4053,2,0.4175,0.3454,0.547,0.4343,0.2944,1,0.91,0,0,Notch signaling,0
GB-DEA-PLA-9424,MYO7A,planaria,Schmidtea mediterranea,deafness,6,0.5113,0.6607,24,0.6476,0.426,0.5574,0.7061,0.5859,2,0.99,0,0,Glycolysis,1
GB-MUS-SAL-2817,SGCA,salamander,Notophthalmus viridescens,muscular_dystrophy,15,0.632,0.4207,7,0.1849,0.4415,0.0403,0.4886,0.1807,3,0.9,0,0,MAPK signaling,0
GB-DIA-NAK-10727,ADIPOQ,naked_mole_rat,Heterocephalus glaber,diabetes,20,0.9301,0.4401,4,0.0663,0.7934,0.3469,0.0682,0.0458,3,0.78,0,0,JAK-STAT,0
GB-DIA-OCT-11305,IRS1,octopus,Octopus vulgaris,diabetes,9,0.5363,0.2652,2,0.2841,0.4422,0.3983,0.3184,0.0782,2,0.85,0,0,Hippo signaling,0
GB-DIA-OCT-11312,IRS2,octopus,Octopus vulgaris,diabetes,13,0.457,0.4018,9,0.0757,0.3615,0.3689,0.1755,0.5324,2,0.85,0,0,MAPK signaling,0
GB-ALS-ZEB-7426,NEK1,zebrafish,Danio rerio,als,3,0.6337,0.9391,14,0.8078,0.474,0.7105,0.7056,0.6088,6,0.88,1,0,Glycolysis,1
GB-DIA-GEC-10601,INSR,gecko,Gekko gecko,diabetes,13,0.6619,0.3286,1,0.5022,0.5093,0.1694,0.6649,0.2047,3,0.82,0,0,Calcium signaling,0
GB-DEA-OCT-9764,CDH23,octopus,Octopus vulgaris,deafness,13,0.6312,0.6858,16,0.5789,0.5028,0.8563,0.9534,0.7401,6,0.85,0,0,JAK-STAT,1
GB-DIA-GEC-10605,IRS2,gecko,Gekko gecko,diabetes,9,0.5814,0.2888,4,0.2853,0.5035,0.2186,0.6746,0.1955,1,0.82,0,0,DNA repair,0
GB-MUS-ZEB-1735,SGCG,zebrafish,Danio rerio,muscular_dystrophy,19,0.8031,0.2976,2,0.4094,0.6314,0.2037,0.2057,0.2642,2,0.88,0,0,Notch signaling,0
GB-ALS-ZEB-7397,SETX,zebrafish,Danio rerio,als,2,0.6379,0.7324,23,0.44,0.5031,0.8358,0.6783,0.5058,7,0.88,0,0,PI3K-Akt,1
GB-RET-SAL-4255,LRAT,salamander,Notophthalmus viridescens,retinal_degeneration,10,0.8268,0.0631,1,0.3595,0.7227,0.4175,0.1313,0.1632,0,0.9,0,0,NF-kB,0
GB-DEA-TAR-9542,SLC26A4,tardigrade,Ramazzottius varieornatus,deafness,15,0.3733,0.8854,20,0.751,0.3615,0.7878,0.8216,0.3585,5,0.91,0,0,Glycolysis,1
GB-MUS-TAR-2475,AGRN,tardigrade,Ramazzottius varieornatus,muscular_dystrophy,18,0.4152,0.0519,2,0.6104,0.3232,0.3215,0.4301,0.2202,0,0.91,0,0,Glycolysis,0
GB-DIA-SAL-11500,NEUROD1,salamander,Notophthalmus viridescens,diabetes,15,0.7448,0.3615,4,0.259,0.5526,0.2542,0.1219,0.2073,2,0.9,0,0,Oxidative phosphorylation,0
GB-RET-PLA-3713,CEP290,planaria,Schmidtea mediterranea,retinal_degeneration,9,0.4772,0.0884,4,0.6844,0.3826,0.2681,0.2868,0.7174,2,0.99,0,0,Apoptosis,0
GB-DIA-ZEB-10349,HNF1A,zebrafish,Danio rerio,diabetes,19,0.6357,0.3743,7,0.1319,0.5648,0.0947,0.0474,0.2563,3,0.88,0,0,Notch signaling,0
GB-MUS-GEC-1804,SGCD,gecko,Gekko gecko,muscular_dystrophy,2,0.7039,0.9087,28,0.6157,0.5926,0.8275,0.5795,0.6272,2,0.82,0,0,Oxidative phosphorylation,1
GB-SPI-NAK-0707,PTEN,naked_mole_rat,Heterocephalus glaber,spinal_cord_injury,18,0.7566,0.3547,1,0.0422,0.5912,0.1306,0.3672,0.4076,3,0.78,0,0,TGF-beta,0
GB-DIA-GEC-10594,IRS2,gecko,Gekko gecko,diabetes,10,0.6608,0.3372,4,0.2819,0.5802,0.2285,0.4184,0.494,2,0.82,0,0,MAPK signaling,0
GB-HEA-PLA-5189,PLN,planaria,Schmidtea mediterranea,heart_disease,X,0.4159,0.2523,2,0.3553,0.3348,0.1324,0.1872,0.2176,1,0.99,0,0,cAMP signaling,0
GB-HEA-OCT-5472,TNNT2,octopus,Octopus vulgaris,heart_disease,10,0.4695,0.447,6,0.1982,0.3514,0.3173,0.1869,0.2094,0,0.85,0,0,Apoptosis,0
GB-SPI-AXO-0072,STAT3,axolotl,Ambystoma mexicanum,spinal_cord_injury,22,0.7888,0.2069,6,0.2434,0.6514,0.4142,0.4161,0.3764,3,0.95,0,0,Glycolysis,0
GB-ALS-NAK-7843,ANG,naked_mole_rat,Heterocephalus glaber,als,1,0.9017,0.3297,2,0.0577,0.7048,0.2323,0.3879,0.2397,0,0.78,0,0,mTOR,0
GB-HEA-PLA-5101,PLN,planaria,Schmidtea mediterranea,heart_disease,13,0.4746,0.7046,24,0.8886,0.3454,0.7383,0.356,0.8103,3,0.99,1,1,Notch signaling,1
GB-PAR-TAR-6764,EIF4G1,tardigrade,Ramazzottius varieornatus,parkinsons,6,0.5919,0.3436,1,0.4324,0.4387,0.3757,0.147,0.31,0,0.91,0,0,Hedgehog,0
GB-DEA-PLA-9382,COCH,planaria,Schmidtea mediterranea,deafness,6,0.3341,0.5856,24,0.8138,0.3331,0.744,0.8964,0.7104,5,0.99,0,0,mTOR,1
GB-SPI-OCT-1125,ARG1,octopus,Octopus vulgaris,spinal_cord_injury,18,0.5094,0.8985,21,0.407,0.4022,0.8495,0.9016,0.5579,3,0.85,1,0,cAMP signaling,1
GB-SPI-OCT-1241,IL6,octopus,Octopus vulgaris,spinal_cord_injury,12,0.4195,0.3614,3,0.6784,0.2909,0.4219,0.0953,0.5205,3,0.85,0,0,Calcium signaling,0
GB-DEA-PLA-9505,GJB2,planaria,Schmidtea mediterranea,deafness,15,0.4657,0.2441,4,0.3964,0.3341,0.4399,0.5765,0.1916,2,0.99,0,0,Hippo signaling,0
GB-MUS-TAR-2349,SGCB,tardigrade,Ramazzottius varieornatus,muscular_dystrophy,7,0.4415,0.5514,17,0.2713,0.3467,0.8498,0.8695,0.6432,6,0.91,0,0,FoxO signaling,1
GB-PAR-PLA-6602,TMEM230,planaria,Schmidtea mediterranea,parkinsons,9,0.4608,0.4185,4,0.0881,0.3842,0.3274,0.3569,0.2932,2,0.99,0,0,Hippo signaling,0
GB-PAR-TAR-6780,ATP13A2,tardigrade,Ramazzottius varieornatus,parkinsons,15,0.538,0.3957,5,0.5019,0.5095,0.2625,0.1479,0.2699,2,0.91,0,0,mTOR,0
GB-HEA-AXO-4358,MYL3,axolotl,Ambystoma mexicanum,heart_disease,19,0.7883,0.99,19,0.4672,0.6024,0.9823,0.5991,0.4601,5,0.95,0,0,NF-kB,1
GB-SPI-SAL-1343,MAG,salamander,Notophthalmus viridescens,spinal_cord_injury,11,0.7906,0.2646,4,0.3457,0.5619,0.1509,0.4652,0.2836,0,0.9,0,0,TGF-beta,0
GB-DIA-SAL-11505,HNF4A,salamander,Notophthalmus viridescens,diabetes,13,0.7025,0.3897,5,0.1792,0.5636,0.1976,0.4464,0.2777,3,0.9,0,0,Glycolysis,0
GB-DEA-SAL-10013,TRIOBP,salamander,Notophthalmus viridescens,deafness,14,0.8625,0.1038,4,0.6308,0.7054,0.0808,0.0951,0.3063,0,0.9,0,0,Calcium signaling,0
GB-DIA-TAR-11038,ADIPOQ,tardigrade,Ramazzottius varieornatus,diabetes,15,0.4305,0.7918,32,0.5479,0.3064,0.7274,0.8706,0.7497,3,0.91,1,0,Hedgehog,1
GB-ALS-SAL-8632,TBK1,salamander,Notophthalmus viridescens,als,8,0.759,0.3831,2,0.7274,0.6467,0.2222,0.1629,0.1355,2,0.9,0,0,TGF-beta,0
GB-PAR-PLA-6652,FBXO7,planaria,Schmidtea mediterranea,parkinsons,X,0.4923,0.2528,2,0.0425,0.2935,0.1242,0.1101,0.0649,0,0.99,0,0,Notch signaling,0
GB-SPI-OCT-1100,SOCS3,octopus,Octopus vulgaris,spinal_cord_injury,22,0.4288,0.6213,16,0.7285,0.3603,0.7272,0.8276,0.6437,6,0.85,0,0,Autophagy,1
GB-DEA-GEC-9160,CDH23,gecko,Gekko gecko,deafness,15,0.6067,0.1552,5,0.1735,0.443,0.2887,0.2644,0.0682,3,0.82,0,0,Notch signaling,0
GB-DEA-ZEB-8841,OTOF,zebrafish,Danio rerio,deafness,2,0.7159,0.9186,25,0.6436,0.5665,0.8849,0.7418,0.5097,3,0.88,1,0,Wnt signaling,1
GB-ALS-AXO-7327,C9ORF72,axolotl,Ambystoma mexicanum,als,17,0.7232,0.0998,6,0.0132,0.6234,0.3993,0.5876,0.4734,2,0.95,0,0,mTOR,0
GB-ALS-GEC-7622,TUBA4A,gecko,Gekko gecko,als,22,0.6299,0.675,31,0.7171,0.5336,0.8697,0.5362,0.2337,3,0.82,0,0,Oxidative phosphorylation,1
GB-SPI-TAR-0987,BDNF,tardigrade,Ramazzottius varieornatus,spinal_cord_injury,19,0.443,0.3257,7,0.2073,0.3381,0.257,0.1687,0.2925,3,0.91,0,0,cAMP signaling,0
GB-MUS-SAL-2852,FKTN,salamander,Notophthalmus viridescens,muscular_dystrophy,21,0.6948,0.2954,4,0.2016,0.5334,0.4257,0.7589,0.3427,1,0.9,0,0,Calcium signaling,0
GB-DEA-ZEB-8853,COCH,zebrafish,Danio rerio,deafness,5,0.616,0.6809,18,0.9202,0.4584,0.7886,0.924,0.8198,7,0.88,1,1,PI3K-Akt,1
GB-SPI-NAK-0630,ARG1,naked_mole_rat,Heterocephalus glaber,spinal_cord_injury,8,0.8497,0.2588,1,0.3341,0.6368,0.3001,0.3513,0.172,0,0.78,0,0,Oxidative phosphorylation,0
GB-SPI-OCT-1249,SOCS3,octopus,Octopus vulgaris,spinal_cord_injury,6,0.52,0.287,9,0.3617,0.46,0.2056,0.5308,0.411,0,0.85,0,0,mTOR,0
GB-RET-ZEB-3179,RPE65,zebrafish,Danio rerio,retinal_degeneration,Y,0.7611,0.4659,9,0.1299,0.6189,0.0905,0.3522,0.253,0,0.88,0,0,PI3K-Akt,0
GB-SPI-GEC-0482,NOGOA,gecko,Gekko gecko,spinal_cord_injury,21,0.7838,0.2065,5,0.4743,0.6339,0.1928,0.179,0.1619,0,0.82,0,0,Apoptosis,0
GB-RET-AXO-3040,ABCA4,axolotl,Ambystoma mexicanum,retinal_degeneration,10,0.7423,0.2737,4,0.0394,0.6094,0.2415,0.3079,0.0414,0,0.95,0,0,cAMP signaling,0
GB-HEA-NAK-5010,TPM1,naked_mole_rat,Heterocephalus glaber,heart_disease,19,0.8127,0.3957,1,0.1553,0.6157,0.1456,0.2102,0.1131,3,0.78,0,0,TGF-beta,0
GB-DEA-SAL-10069,MYO7A,salamander,Notophthalmus viridescens,deafness,21,0.8527,0.1411,5,0.1745,0.7234,0.2788,0.4724,0.4194,0,0.9,0,0,Glycolysis,0
GB-PAR-OCT-7000,LRRK2,octopus,Octopus vulgaris,parkinsons,16,0.571,0.0617,2,0.2676,0.4762,0.0865,0.2372,0.4375,3,0.85,0,0,Apoptosis,0
GB-RET-GEC-3273,CCRK,gecko,Gekko gecko,retinal_degeneration,6,0.7146,0.7177,13,0.7652,0.5831,0.6818,0.6044,0.4997,3,0.82,0,0,Calcium signaling,1
GB-ALS-AXO-7227,ANG,axolotl,Ambystoma mexicanum,als,Y,0.712,0.6623,10,0.6691,0.5684,0.609,0.7166,0.309,6,0.95,0,0,Autophagy,1
GB-RET-PLA-3683,CNGA3,planaria,Schmidtea mediterranea,retinal_degeneration,15,0.3457,0.3109,5,0.0785,0.3058,0.3168,0.161,0.3448,0,0.99,0,0,TGF-beta,0
GB-PAR-TAR-6674,EIF4G1,tardigrade,Ramazzottius varieornatus,parkinsons,16,0.5482,0.9451,27,0.5881,0.458,0.7444,0.5482,0.4701,4,0.91,1,1,Calcium signaling,1
GB-PAR-TAR-6807,GIGYF2,tardigrade,Ramazzottius varieornatus,parkinsons,14,0.6068,0.1472,1,0.2181,0.4886,0.2142,0.4747,0.092,1,0.91,0,0,DNA repair,0
GB-DIA-OCT-11221,TCF7L2,octopus,Octopus vulgaris,diabetes,3,0.4623,0.8021,34,0.8023,0.3287,0.7008,0.6241,0.8558,6,0.85,0,0,Oxidative phosphorylation,1
GB-SPI-SAL-1316,STAT3,salamander,Notophthalmus viridescens,spinal_cord_injury,18,0.7381,0.7951,13,0.731,0.5502,0.6653,0.5946,0.414,3,0.9,0,0,NF-kB,1
GB-RET-ZEB-3225,RPGR,zebrafish,Danio rerio,retinal_degeneration,18,0.7948,0.0758,7,0.2612,0.5719,0.3045,0.2061,0.2275,1,0.88,0,0,Calcium signaling,0
GB-SPI-TAR-1072,CNTF,tardigrade,Ramazzottius varieornatus,spinal_cord_injury,5,0.4585,0.1884,4,0.3935,0.3738,0.1583,0.1258,0.278,3,0.91,0,0,MAPK signaling,0
GB-HEA-GEC-4815,SCN5A,gecko,Gekko gecko,heart_disease,22,0.6573,0.1007,8,0.1973,0.5272,0.1111,0.3076,0.4543,0,0.82,0,0,PI3K-Akt,0
GB-DEA-OCT-9742,CDH23,octopus,Octopus vulgaris,deafness,15,0.5735,0.714,19,0.88,0.4998,0.9047,0.4354,0.588,3,0.85,1,1,FoxO signaling,1
GB-HEA-SAL-5752,MYH7,salamander,Notophthalmus viridescens,heart_disease,9,0.7335,0.2983,4,0.462,0.6473,0.1494,0.2564,0.4101,3,0.9,0,0,PI3K-Akt,0
GB-DIA-GEC-10539,INS,gecko,Gekko gecko,diabetes,1,0.6463,0.0863,7,0.7023,0.486,0.52,0.3634,0.1869,2,0.82,0,0,Wnt signaling,0
GB-HEA-ZEB-4616,TPM1,zebrafish,Danio rerio,heart_disease,20,0.9179,0.2795,5,0.4227,0.7398,0.1742,0.4063,0.3638,1,0.88,0,0,MAPK signaling,0
GB-RET-ZEB-3097,AIPL1,zebrafish,Danio rerio,retinal_degeneration,16,0.8386,0.6469,12,0.5987,0.68,0.7825,0.7533,0.7274,4,0.88,0,0,PI3K-Akt,1
GB-DIA-PLA-10872,PDX1,planaria,Schmidtea mediterranea,diabetes,1,0.4872,0.3848,6,0.1696,0.3067,0.2237,0.3243,0.3771,1,0.99,0,0,cAMP signaling,0
GB-PAR-OCT-6869,VPS35,octopus,Octopus vulgaris,parkinsons,20,0.6182,0.6838,10,0.3267,0.5067,0.4527,0.909,0.5475,7,0.85,0,0,DNA repair,1
GB-SPI-SAL-1300,CNTF,salamander,Notophthalmus viridescens,spinal_cord_injury,8,0.8726,0.6845,26,0.5136,0.6603,0.7227,0.7901,0.5376,6,0.9,1,1,DNA repair,1
GB-ALS-AXO-7285,SETX,axolotl,Ambystoma mexicanum,als,6,0.7584,0.389,7,0.3722,0.5854,0.4531,0.4254,0.5198,2,0.95,0,0,TGF-beta,0
GB-PAR-GEC-6284,PINK1,gecko,Gekko gecko,parkinsons,3,0.6129,0.3182,3,0.3383,0.4955,0.0456,0.109,0.0566,1,0.82,0,0,Glycolysis,0
GB-HEA-OCT-5495,KCNH2,octopus,Octopus vulgaris,heart_disease,17,0.4703,0.2006,2,0.4619,0.3706,0.0478,0.1902,0.2217,3,0.85,0,0,mTOR,0
GB-HEA-TAR-5291,TPM1,tardigrade,Ramazzottius varieornatus,heart_disease,6,0.4073,0.5878,25,0.706,0.3829,0.7861,0.2368,0.8715,4,0.91,0,0,Notch signaling,1
GB-MUS-ZEB-1798,LARGE1,zebrafish,Danio rerio,muscular_dystrophy,9,0.8112,0.283,8,0.5449,0.65,0.2337,0.2756,0.3667,0,0.88,0,0,DNA repair,0
GB-HEA-PLA-5203,KCNQ1,planaria,Schmidtea mediterranea,heart_disease,9,0.4719,0.3403,2,0.0931,0.3416,0.0821,0.3802,0.1237,3,0.99,0,0,Oxidative phosphorylation,0
GB-ALS-TAR-8227,ANG,tardigrade,Ramazzottius varieornatus,als,2,0.5429,0.0773,5,0.4784,0.417,0.2011,0.0729,0.2327,0,0.91,0,0,mTOR,0
GB-HEA-PLA-5047,TPM1,planaria,Schmidtea mediterranea,heart_disease,9,0.4336,0.6568,8,0.4935,0.3529,0.9107,0.7508,0.6981,5,0.99,1,1,Apoptosis,1
GB-PAR-NAK-6441,FBXO7,naked_mole_rat,Heterocephalus glaber,parkinsons,8,0.9268,0.4596,7,0.5699,0.7564,0.1315,0.201,0.1191,2,0.78,0,0,Autophagy,0
GB-ALS-SAL-8636,TBK1,salamander,Notophthalmus viridescens,als,19,0.7792,0.2341,4,0.2078,0.6378,0.2587,0.2439,0.2096,3,0.9,0,0,Glycolysis,0
GB-ALS-TAR-8105,C9ORF72,tardigrade,Ramazzottius varieornatus,als,11,0.5664,0.978,18,0.738,0.4974,0.7116,0.9056,0.4519,6,0.91,0,0,Hippo signaling,1
GB-MUS-TAR-2359,SGCA,tardigrade,Ramazzottius varieornatus,muscular_dystrophy,5,0.3348,0.5809,13,0.548,0.2465,0.5173,0.5244,0.4156,3,0.91,1,0,Wnt signaling,1
GB-DIA-PLA-10816,LEP,planaria,Schmidtea mediterranea,diabetes,13,0.4881,0.7328,16,0.6933,0.4305,0.4822,0.8358,0.5775,5,0.99,0,0,NF-kB,1
GB-RET-PLA-3654,ABCA4,planaria,Schmidtea mediterranea,retinal_degeneration,17,0.4579,0.7249,15,0.7158,0.2837,0.6889,0.5402,0.6902,7,0.99,0,0,Oxidative phosphorylation,1
GB-PAR-SAL-7052,FBXO7,salamander,Notophthalmus viridescens,parkinsons,9,0.6747,0.8523,17,0.8287,0.556,0.7464,0.7359,0.7046,6,0.9,1,1,Glycolysis,1
GB-SPI-SAL-1286,BDNF,salamander,Notophthalmus viridescens,spinal_cord_injury,5,0.7913,0.7162,14,0.555,0.6568,0.8098,0.6717,0.5122,3,0.9,1,1,mTOR,1
GB-DIA-GEC-10584,IRS1,gecko,Gekko gecko,diabetes,17,0.7254,0.3572,3,0.2251,0.5305,0.3716,0.0791,0.1434,0,0.82,0,0,Notch signaling,0
GB-HEA-AXO-4445,SCN5A,axolotl,Ambystoma mexicanum,heart_disease,10,0.8638,0.1244,3,0.1331,0.7052,0.2015,0.2899,0.3894,1,0.95,0,0,TGF-beta,0
GB-MUS-NAK-2137,DYSF,naked_mole_rat,Heterocephalus glaber,muscular_dystrophy,22,0.7426,0.0589,5,0.1671,0.5982,0.1709,0.646,0.0321,3,0.78,0,0,Oxidative phosphorylation,0
GB-PAR-TAR-6787,PINK1,tardigrade,Ramazzottius varieornatus,parkinsons,22,0.5315,0.2495,1,0.0961,0.4746,0.1747,0.5955,0.5971,3,0.91,0,0,Hippo signaling,0
GB-DIA-OCT-11235,PPARG,octopus,Octopus vulgaris,diabetes,16,0.4878,0.2065,2,0.2141,0.3366,0.2512,0.4717,0.2322,3,0.85,0,0,Apoptosis,0
GB-DEA-OCT-9807,GJB2,octopus,Octopus vulgaris,deafness,9,0.6182,0.455,9,0.0384,0.4642,0.2477,0.1648,0.3705,2,0.85,0,0,Calcium signaling,0
GB-DIA-ZEB-10335,PDX1,zebrafish,Danio rerio,diabetes,5,0.6351,0.3896,1,0.0893,0.4996,0.1961,0.3333,0.6598,3,0.88,0,0,Oxidative phosphorylation,0
GB-PAR-OCT-6894,FBXO7,octopus,Octopus vulgaris,parkinsons,X,0.5446,0.7347,26,0.5268,0.4043,0.8435,0.5172,0.673,3,0.85,0,0,Hedgehog,1
GB-DEA-OCT-9878,WHRN,octopus,Octopus vulgaris,deafness,8,0.5949,0.2991,1,0.2289,0.4589,0.5976,0.4467,0.6243,2,0.85,0,0,Autophagy,0
GB-ALS-SAL-8564,FUS,salamander,Notophthalmus viridescens,als,18,0.6648,0.1823,6,0.3617,0.5805,0.1754,0.1619,0.1486,2,0.9,0,0,FoxO signaling,0
GB-PAR-SAL-7151,DNAJC13,salamander,Notophthalmus viridescens,parkinsons,18,0.715,0.0987,4,0.4747,0.5606,0.1761,0.0384,0.2937,0,0.9,0,0,Glycolysis,0
GB-SPI-TAR-0963,CNTF,tardigrade,Ramazzottius varieornatus,spinal_cord_injury,10,0.5029,0.9286,33,0.7534,0.3556,0.881,0.621,0.716,4,0.91,0,0,PI3K-Akt,1
GB-PAR-ZEB-6012,PRKN,zebrafish,Danio rerio,parkinsons,22,0.6731,0.209,4,0.2414,0.5173,0.3045,0.5735,0.3444,2,0.88,0,0,FoxO signaling,0
GB-HEA-NAK-4882,KCNH2,naked_mole_rat,Heterocephalus glaber,heart_disease,20,0.8347,0.804,18,0.7426,0.6908,0.8316,0.7223,0.7552,2,0.78,1,0,NF-kB,1
GB-SPI-AXO-0140,NOGOA,axolotl,Ambystoma mexicanum,spinal_cord_injury,1,0.7445,0.0568,3,0.4595,0.6159,0.2171,0.4667,0.3932,0,0.95,0,0,Notch signaling,0
GB-DIA-ZEB-10408,GCK,zebrafish,Danio rerio,diabetes,20,0.5819,0.1938,1,0.3292,0.4354,0.3772,0.1777,0.2495,0,0.88,0,0,MAPK signaling,0
GB-DEA-ZEB-8906,COCH,zebrafish,Danio rerio,deafness,4,0.667,0.1662,2,0.4137,0.4823,0.057,0.2598,0.3307,3,0.88,0,0,JAK-STAT,0
GB-PAR-OCT-6936,EIF4G1,octopus,Octopus vulgaris,parkinsons,2,0.6386,0.3392,2,0.146,0.5156,0.2244,0.3549,0.3632,1,0.85,0,0,Hippo signaling,0
GB-PAR-PLA-6542,GBA,planaria,Schmidtea mediterranea,parkinsons,4,0.4059,0.5994,33,0.6527,0.3187,0.6182,0.8909,0.8432,5,0.99,0,0,Calcium signaling,1
GB-HEA-TAR-5243,TPM1,tardigrade,Ramazzottius varieornatus,heart_disease,3,0.5026,0.6175,19,0.8709,0.3831,0.8934,0.7687,0.249,7,0.91,0,0,cAMP signaling,1
GB-HEA-AXO-4431,TNNI3,axolotl,Ambystoma mexicanum,heart_disease,5,0.8345,0.2214,2,0.2125,0.657,0.1459,0.3386,0.3421,3,0.95,0,0,NF-kB,0
